State / UT Region,Department Code,Service Descriptor,Submission Date,Total Recorded Transactions,Reported Latency (Days)
Maharashtra,General Administration,Driving License (Sarathi),2025-09-22,7093,8.1
Karnataka,Revenue,Ration Subsidies,2025-08-02,6672,1.8
Delhi,General Administration,DigiLocker Pull,2025-12-21,4939,0.8
Delhi,General Administration,Ration Subsidies,2025-07-28,4519,4.0
Maharashtra,Transport,Vehicle Registration (Vahan),2025-12-04,4416,3.1
,Identity,Vehicle Registration (Vahan),2025-08-08,4418,9.7
Maharashtra,Transport,Vehicle Registration (Vahan),2025-10-25,4594,1.6
Maharashtra,Revenue,Driving License (Sarathi),2025-11-19,6117,7.7
Odisha,General Administration,Driving License (Sarathi),2025-07-31,5204,2.4
Odisha,Revenue,Driving License (Sarathi),2025-09-05,2319,10.1
Odisha,Revenue,DigiLocker Pull,2025-08-14,3204,2.4
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-08-31,10230,1.6
Maharashtra,Identity,DigiLocker Pull,2025-11-28,4476,2.5
Delhi,Revenue,Vehicle Registration (Vahan),2025-11-15,6457,4.5
Puducherry,Identity,Driving License (Sarathi),2025-08-15,4643,11.3
Karnataka,PDS,Caste Certificate,2025-07-20,2916,7.7
Karnataka,Identity,DigiLocker Pull,2025-07-30,3517,0.6
Maharashtra,Identity,DigiLocker Pull,2025-10-07,7586,12.7
Odisha,Transport,Caste Certificate,2025-09-07,7760,7.0
Maharashtra,Transport,Driving License (Sarathi),2025-09-09,3264,9.1
Karnataka,Transport,DigiLocker Pull,2025-08-03,2591,8.1
Odisha,Identity,Caste Certificate,2025-12-16,2223,5.6
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-11-18,6530,21.5
Karnataka,Identity,DigiLocker Pull,2025-10-18,3350,3.3
Karnataka,Transport,DigiLocker Pull,2025-10-22,2782,4.8
NCT of Delhi,Transport,DigiLocker Pull,2025-08-13,3568,1.1
Puducherry,Transport,Ration Subsidies,2025-11-02,3798,15.5
Puducherry,General Administration,Ration Subsidies,2025-11-04,6147,1.9
Karnataka,General Administration,Driving License (Sarathi),2025-07-15,5272,0.8
Maharashtra,General Administration,Ration Subsidies,2025-10-08,8427,0.3
Uttarakhand,PDS,DigiLocker Pull,2025-12-22,3464,29.9
Delhi,Transport,Ration Subsidies,2025-10-11,3687,5.9
Karnataka,PDS,DigiLocker Pull,2025-08-16,4350,0.4
Uttarakhand,Transport,Driving License (Sarathi),2025-12-20,8795,13.1
Odisha,PDS,DigiLocker Pull,2025-11-02,5533,20.2
Maharashtra,Identity,Caste Certificate,2025-12-06,3412,3.0
Delhi,Transport,Driving License (Sarathi),2025-11-03,3007,1.0
Maharashtra,Identity,DigiLocker Pull,2025-07-16,5695,1.9
Puducherry,General Administration,Caste Certificate,2025-09-04,6256,0.1
Delhi,Revenue,Caste Certificate,2025-09-12,3412,7.6
Delhi,Identity,Caste Certificate,2025-10-25,2355,9.8
Puducherry,PDS,Ration Subsidies,2025-08-08,3665,22.0
Maharashtra,General Administration,Ration Subsidies,2025-09-22,9737,0.5
Odisha,Transport,Ration Subsidies,2025-10-18,4012,0.0
Odisha,General Administration,Driving License (Sarathi),2025-12-27,3005,4.1
Puducherry,Identity,Ration Subsidies,2025-12-30,6808,6.7
Maharashtra,General Administration,Ration Subsidies,2025-08-02,4953,4.8
Puducherry,Transport,Driving License (Sarathi),2025-10-02,4485,3.5
Karnataka,Identity,Caste Certificate,2025-09-30,4214,15.4
Karnataka,PDS,Caste Certificate,2025-12-20,4447,2.2
Delhi,Identity,Ration Subsidies,2025-12-27,4939,9.4
Odisha,Identity,DigiLocker Pull,2025-08-12,5120,4.4
Uttarakhand,Transport,DigiLocker Pull,2025-11-18,6762,2.0
Puducherry,Transport,Ration Subsidies,2025-11-23,6661,22.2
Karnataka,PDS,DigiLocker Pull,2025-10-29,4021,1.6
Odisha,General Administration,Driving License (Sarathi),2025-10-29,4981,14.1
Karnataka,Revenue,Ration Subsidies,2025-09-09,3469,2.6
Karnataka,Identity,Vehicle Registration (Vahan),2025-10-08,3687,12.8
Odisha,PDS,Driving License (Sarathi),2025-09-22,5188,0.1
Maharashtra,Revenue,Ration Subsidies,2025-09-11,5197,1.4
Karnataka,Identity,Vehicle Registration (Vahan),2025-12-13,4799,3.6
Uttarakhand,General Administration,Ration Subsidies,2025-11-11,6685,13.5
Delhi,PDS,Driving License (Sarathi),2025-09-12,6767,1.1
Uttarakhand,Revenue,Ration Subsidies,2025-08-14,2505,0.4
Karnataka,Identity,Ration Subsidies,2025-12-24,3939,3.4
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-22,6022,8.3
Delhi,PDS,DigiLocker Pull,2025-12-17,5164,2.7
Karnataka,Revenue,Caste Certificate,2025-08-28,6478,5.7
Karnataka,Transport,Caste Certificate,2025-11-11,3661,23.5
Karnataka,Revenue,Caste Certificate,2025-11-18,5180,4.0
Maharashtra,Transport,Driving License (Sarathi),2025-09-26,7310,0.8
Odisha,General Administration,Caste Certificate,2025-10-23,4067,8.4
Karnataka,Revenue,Caste Certificate,2025-10-22,3802,6.5
Karnataka,PDS,Caste Certificate,2025-11-30,7350,1.7
Delhi,Transport,Ration Subsidies,2025-10-03,3859,0.3
Delhi,General Administration,Vehicle Registration (Vahan),2025-10-25,4816,7.1
Uttarakhand,Transport,Driving License (Sarathi),2025-11-03,6502,0.8
Delhi,PDS,DigiLocker Pull,2025-09-26,3973,2.6
Delhi,Identity,Driving License (Sarathi),2025-11-23,4592,7.9
Karnataka,Transport,Vehicle Registration (Vahan),2025-07-21,7181,0.5
NCT of Delhi,Transport,Ration Subsidies,2025-09-11,4604,9.3
Maharashtra,PDS,Driving License (Sarathi),2025-12-24,4431,3.1
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-03,3742,0.7
Puducherry,Revenue,Driving License (Sarathi),2025-11-25,7984,7.4
Delhi,Identity,Vehicle Registration (Vahan),2025-12-17,5016,12.8
Odisha,PDS,Vehicle Registration (Vahan),2025-12-04,7165,9.5
Odisha,Identity,Ration Subsidies,2025-09-17,4607,4.1
Odisha,Identity,Driving License (Sarathi),2025-10-21,3250,16.3
Karnataka,PDS,DigiLocker Pull,2025-09-10,3373,2.4
Puducherry,Identity,Driving License (Sarathi),2025-08-17,3296,2.5
Odisha,Transport,Vehicle Registration (Vahan),2025-10-31,5385,3.7
Delhi,Identity,Caste Certificate,2025-12-25,4722,23.7
Uttarakhand,Identity,Vehicle Registration (Vahan),2025-08-14,5699,1.0
Puducherry,General Administration,DigiLocker Pull,2025-12-18,3237,4.6
Delhi,General Administration,DigiLocker Pull,2025-10-06,2313,
Puducherry,PDS,Vehicle Registration (Vahan),2025-12-29,6283,3.4
Karnataka,General Administration,Caste Certificate,2025-09-03,5651,2.6
Puducherry,Identity,Ration Subsidies,2025-09-11,5103,7.0
Odisha,General Administration,Vehicle Registration (Vahan),2025-12-19,3892,5.5
Uttarakhand,PDS,DigiLocker Pull,2025-12-27,5912,0.4
Odisha,Identity,Vehicle Registration (Vahan),2025-07-11,6053,0.9
Karnataka,PDS,Vehicle Registration (Vahan),2025-10-02,5119,0.4
Puducherry,PDS,Caste Certificate,2025-11-19,5401,23.7
Maharashtra,PDS,Vehicle Registration (Vahan),2025-09-18,5685,0.6
Maharashtra,Revenue,DigiLocker Pull,2025-08-21,6374,4.4
Delhi,Transport,Ration Subsidies,2025-12-08,4159,10.6
Maharashtra,Transport,Caste Certificate,2025-11-08,6534,1.6
Maharashtra,PDS,Caste Certificate,2025-12-20,3771,3.5
Karnataka,Transport,DigiLocker Pull,2025-12-11,4164,
Karnataka,Identity,Driving License (Sarathi),2025-11-30,3870,5.1
Karnataka,Revenue,Caste Certificate,2025-07-27,6159,5.6
Odisha,General Administration,Vehicle Registration (Vahan),2025-11-12,4103,6.9
Karnataka,General Administration,DigiLocker Pull,2025-11-27,5454,8.6
Delhi,General Administration,Caste Certificate,2025-09-28,3505,3.8
Maharashtra,Transport,DigiLocker Pull,2025-11-30,5259,2.8
Karnataka,Transport,Driving License (Sarathi),2025-12-07,4004,20.9
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-08-22,5079,0.4
Maharashtra,Identity,Driving License (Sarathi),2025-10-25,6643,1.6
Maharashtra,Identity,Caste Certificate,2025-07-19,5238,3.6
Delhi,Identity,Ration Subsidies,2025-09-12,6062,1.4
Uttarakhand,PDS,Caste Certificate,2025-08-05,4677,1.2
Maharashtra,General Administration,DigiLocker Pull,2025-07-14,6124,6.0
Maharashtra,Identity,Caste Certificate,2025-09-15,5693,9.5
Delhi,General Administration,DigiLocker Pull,2025-07-24,3900,1.3
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-10-29,5134,4.1
Maharashtra,Identity,Ration Subsidies,2025-10-05,3761,17.1
Maharashtra,Revenue,Caste Certificate,2025-10-29,4573,6.7
Maharashtra,PDS,Ration Subsidies,2025-10-05,3443,1.6
Delhi,General Administration,Driving License (Sarathi),2025-09-01,5995,0.0
Uttarakhand,PDS,Caste Certificate,2025-07-05,3591,1.5
Delhi,Identity,Ration Subsidies,2025-12-22,7180,5.2
Maharashtra,General Administration,Caste Certificate,2025-10-09,6703,8.4
Maharashtra,PDS,Driving License (Sarathi),2025-11-13,3694,2.7
Karnataka,Transport,Ration Subsidies,2025-07-03,2939,3.8
Karnataka,General Administration,Driving License (Sarathi),2025-09-06,4505,
Karnataka,Identity,Vehicle Registration (Vahan),2025-09-10,4143,3.3
Uttaranchal,Revenue,Ration Subsidies,2025-11-30,2492,6.7
Uttarakhand,General Administration,Caste Certificate,2025-07-18,4639,3.4
Maharashtra,General Administration,Caste Certificate,2025-07-06,6385,8.3
Maharashtra,Transport,Ration Subsidies,2025-12-11,5134,0.6
Uttarakhand,General Administration,Caste Certificate,2025-09-19,4006,1.0
Uttarakhand,Revenue,Driving License (Sarathi),2025-09-30,3416,9.0
Puducherry,General Administration,Caste Certificate,2025-09-03,6513,5.8
Uttarakhand,Transport,Caste Certificate,2025-09-06,4498,1.4
Orissa,PDS,Vehicle Registration (Vahan),2025-12-07,5883,8.0
Maharashtra,General Administration,Driving License (Sarathi),2025-07-24,7919,16.2
Delhi,Transport,Driving License (Sarathi),2025-10-15,6021,14.5
Maharashtra,Identity,Ration Subsidies,2025-09-16,2416,0.6
Delhi,PDS,Caste Certificate,2025-10-14,7757,3.0
Uttarakhand,PDS,Driving License (Sarathi),2025-07-30,7033,4.0
Karnataka,Identity,DigiLocker Pull,2025-08-15,4448,2.8
Delhi,Transport,Ration Subsidies,2025-07-07,4482,0.5
Delhi,Revenue,Driving License (Sarathi),2025-07-23,7349,9.8
Delhi,Identity,Vehicle Registration (Vahan),2025-08-29,4057,0.6
NCT of Delhi,Identity,DigiLocker Pull,2025-12-18,5312,5.1
Karnataka,General Administration,Vehicle Registration (Vahan),2025-10-14,5954,7.3
Maharashtra,General Administration,DigiLocker Pull,2025-07-25,2213,6.2
Maharashtra,Revenue,Driving License (Sarathi),2025-12-04,4689,0.0
Odisha,Transport,Driving License (Sarathi),2025-12-19,3660,2.1
Maharashtra,Transport,Driving License (Sarathi),2025-12-29,4836,11.8
Maharashtra,PDS,Driving License (Sarathi),2025-10-17,1989,2.8
Karnataka,Transport,DigiLocker Pull,2025-09-02,4833,5.5
Delhi,PDS,Driving License (Sarathi),2025-12-25,3772,7.1
Karnataka,PDS,Caste Certificate,2025-08-03,5765,27.8
Karnataka,Identity,Ration Subsidies,2025-12-12,5086,10.7
Karnataka,Transport,Vehicle Registration (Vahan),2025-11-17,5304,2.1
Maharashtra,General Administration,Ration Subsidies,2025-11-20,4818,4.1
Puducherry,Revenue,Driving License (Sarathi),2025-07-30,6023,3.0
Delhi,Transport,Caste Certificate,2025-11-22,5587,2.0
Puducherry,Transport,Driving License (Sarathi),2025-10-02,5930,5.5
Uttaranchal,PDS,Driving License (Sarathi),2025-11-18,3752,0.7
Delhi,Transport,Ration Subsidies,2025-07-20,6519,
Maharashtra,Transport,Ration Subsidies,2025-08-11,5029,0.4
Odisha,Transport,Caste Certificate,2025-12-30,3192,
NCT of Delhi,PDS,Ration Subsidies,2025-08-12,4020,7.9
Uttarakhand,Identity,DigiLocker Pull,2025-12-26,5851,0.7
Karnataka,Revenue,DigiLocker Pull,2025-09-03,3709,30.7
Uttarakhand,Transport,Vehicle Registration (Vahan),2025-11-10,4896,11.6
Puducherry,Transport,DigiLocker Pull,2025-09-30,4661,2.2
Delhi,Transport,DigiLocker Pull,2025-08-18,4279,23.8
Maharashtra,General Administration,Ration Subsidies,2025-07-27,8187,0.8
Karnataka,Transport,Ration Subsidies,2025-08-13,4577,0.8
Karnataka,Revenue,Driving License (Sarathi),2025-12-17,5352,0.5
Delhi,General Administration,DigiLocker Pull,2025-12-03,5468,4.2
Puducherry,General Administration,Vehicle Registration (Vahan),2025-08-16,3988,7.8
Karnataka,Transport,DigiLocker Pull,2025-07-06,5903,8.3
Odisha,General Administration,Driving License (Sarathi),2025-10-06,5547,4.5
Maharashtra,Revenue,Caste Certificate,2025-10-17,4921,3.9
Delhi,Identity,Caste Certificate,2025-09-01,4180,8.6
Karnataka,Identity,Caste Certificate,2025-10-15,4188,4.2
Odisha,Transport,Driving License (Sarathi),2025-08-24,8166,1.9
Maharashtra,PDS,Caste Certificate,2025-11-20,4747,5.4
NCT of Delhi,Revenue,Driving License (Sarathi),2025-10-31,3777,22.2
Puducherry,Identity,DigiLocker Pull,2025-10-20,4108,13.1
Uttaranchal,PDS,Caste Certificate,2025-09-14,8618,10.5
Uttarakhand,Revenue,Ration Subsidies,2025-12-13,4304,8.3
Karnataka,Identity,DigiLocker Pull,2025-07-20,6515,8.5
Puducherry,Revenue,Ration Subsidies,2025-12-08,3647,1.4
Delhi,Transport,Vehicle Registration (Vahan),2025-11-29,3455,0.3
Uttarakhand,Transport,Caste Certificate,2025-11-23,5774,1.2
Karnataka,General Administration,Driving License (Sarathi),2025-11-21,6458,2.8
Karnataka,Transport,Caste Certificate,2025-08-14,5813,3.7
Maharashtra,General Administration,Ration Subsidies,2025-11-07,6379,8.0
Karnataka,Transport,Driving License (Sarathi),2025-12-27,9199,2.2
Delhi,General Administration,Driving License (Sarathi),2025-08-26,2728,3.4
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-16,4291,11.0
Puducherry,Revenue,Vehicle Registration (Vahan),2025-10-29,4051,12.1
Karnataka,Identity,Caste Certificate,2025-08-25,8913,2.1
Karnataka,PDS,DigiLocker Pull,2025-07-19,3807,1.4
Delhi,Revenue,Vehicle Registration (Vahan),2025-09-08,6584,5.8
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-09-16,3847,3.5
Puducherry,General Administration,Vehicle Registration (Vahan),2025-09-26,5561,0.1
Odisha,General Administration,Driving License (Sarathi),2025-12-25,3938,2.7
Maharashtra,General Administration,DigiLocker Pull,2025-07-11,4381,5.0
Karnataka,Revenue,Ration Subsidies,2025-12-24,6009,3.6
Uttaranchal,Transport,Caste Certificate,2025-10-19,4675,2.7
Maharashtra,PDS,Ration Subsidies,2025-09-10,3568,5.7
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-07-22,4828,8.1
Odisha,Transport,Vehicle Registration (Vahan),2025-10-06,6264,0.0
Maharashtra,General Administration,Ration Subsidies,2025-07-25,5413,21.1
Maharashtra,Identity,Ration Subsidies,2025-09-16,6535,0.3
Puducherry,PDS,DigiLocker Pull,2025-11-14,3460,0.5
Karnataka,Transport,Vehicle Registration (Vahan),2025-08-09,4996,3.4
Delhi,Transport,Driving License (Sarathi),2025-07-28,5912,4.3
Puducherry,General Administration,DigiLocker Pull,2025-07-17,4287,2.0
Karnataka,Identity,Caste Certificate,2025-11-20,6185,4.8
Karnataka,PDS,Driving License (Sarathi),2025-12-14,4454,0.3
Puducherry,Transport,Vehicle Registration (Vahan),2025-10-27,4621,15.8
Karnataka,PDS,Caste Certificate,2025-12-28,2976,6.0
Puducherry,General Administration,Vehicle Registration (Vahan),2025-12-16,7144,10.4
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-10-01,5515,8.9
Odisha,Identity,Ration Subsidies,2025-12-01,8470,11.2
Puducherry,PDS,Ration Subsidies,2025-09-06,7874,13.9
Maharashtra,PDS,DigiLocker Pull,2025-09-16,3941,6.2
Uttarakhand,General Administration,Vehicle Registration (Vahan),2025-09-20,5637,10.2
Maharashtra,Identity,Driving License (Sarathi),2025-07-05,6988,6.9
Delhi,Identity,Vehicle Registration (Vahan),2025-08-03,4466,4.1
Odisha,Revenue,Vehicle Registration (Vahan),2025-12-04,4688,4.3
Odisha,Revenue,Ration Subsidies,2025-07-11,7403,12.8
Puducherry,Identity,Caste Certificate,2025-11-21,3188,8.8
Maharashtra,Revenue,Driving License (Sarathi),2025-09-05,5429,1.9
NCT of Delhi,PDS,Driving License (Sarathi),2025-10-24,4235,4.9
Puducherry,Transport,Ration Subsidies,2025-07-22,8296,5.7
Puducherry,Revenue,Ration Subsidies,2025-12-20,4453,1.8
Karnataka,Identity,Ration Subsidies,2025-08-04,5514,9.0
Maharashtra,Transport,DigiLocker Pull,2025-10-12,6062,3.2
Puducherry,General Administration,Ration Subsidies,2025-08-30,4467,10.9
Delhi,PDS,Caste Certificate,2025-12-16,7008,18.5
Karnataka,Transport,Vehicle Registration (Vahan),2025-10-13,3522,7.0
Uttarakhand,General Administration,Caste Certificate,2025-08-05,5209,1.6
Karnataka,Revenue,DigiLocker Pull,2025-11-01,4527,1.4
Karnataka,General Administration,Vehicle Registration (Vahan),2025-08-08,3705,10.3
Uttarakhand,Transport,DigiLocker Pull,2025-08-06,5448,4.4
Delhi,Identity,Driving License (Sarathi),2025-09-07,6632,2.3
Maharashtra,PDS,Ration Subsidies,2025-10-04,5626,2.4
Odisha,PDS,Driving License (Sarathi),2025-11-02,7038,8.1
Odisha,Transport,DigiLocker Pull,2025-12-03,3629,3.9
Uttarakhand,PDS,Caste Certificate,2025-07-06,4058,3.8
Uttarakhand,Identity,Driving License (Sarathi),2025-08-24,4399,11.7
Delhi,Transport,DigiLocker Pull,2025-08-24,7175,1.8
Maharashtra,Transport,DigiLocker Pull,2025-08-20,8038,3.0
Odisha,General Administration,Driving License (Sarathi),2025-08-25,4959,1.1
Maharashtra,Identity,DigiLocker Pull,2025-10-03,7439,6.6
Orissa,Revenue,DigiLocker Pull,2025-08-22,3811,2.1
Maharashtra,General Administration,Driving License (Sarathi),2025-11-04,4567,0.6
Karnataka,Identity,Caste Certificate,2025-09-05,4915,0.1
Uttarakhand,Revenue,Caste Certificate,2025-07-28,4477,4.5
Maharashtra,Transport,Driving License (Sarathi),2025-08-21,6942,4.8
Puducherry,PDS,Vehicle Registration (Vahan),2025-10-04,3842,12.0
Odisha,Transport,Caste Certificate,2025-10-30,7537,14.7
Maharashtra,Transport,Caste Certificate,2025-09-17,6392,1.8
Puducherry,Revenue,Driving License (Sarathi),2025-11-24,5720,2.5
Delhi,Identity,Driving License (Sarathi),2025-08-19,3038,8.9
Uttarakhand,Revenue,Ration Subsidies,2025-08-18,4651,4.1
Delhi,Transport,DigiLocker Pull,2025-08-14,6731,7.1
Puducherry,PDS,Caste Certificate,2025-08-17,3773,2.5
Karnataka,Identity,Vehicle Registration (Vahan),2025-11-24,4328,1.5
Karnataka,Transport,DigiLocker Pull,2025-09-23,7346,6.1
Uttaranchal,General Administration,Vehicle Registration (Vahan),2025-12-08,3578,3.7
Delhi,Identity,Vehicle Registration (Vahan),2025-11-27,3574,2.8
Delhi,Revenue,Vehicle Registration (Vahan),2025-07-24,5301,5.6
NCT of Delhi,Transport,DigiLocker Pull,2025-07-01,5818,8.5
Karnataka,Revenue,Caste Certificate,2025-08-20,5555,1.4
Maharashtra,Revenue,Caste Certificate,2025-07-01,3456,5.1
Puducherry,Identity,Caste Certificate,2025-07-22,8198,5.4
Maharashtra,General Administration,DigiLocker Pull,2025-12-03,2666,2.3
Maharashtra,Transport,DigiLocker Pull,2025-12-11,4031,11.5
Maharashtra,Transport,Vehicle Registration (Vahan),2025-09-28,6972,2.4
Orissa,Identity,Caste Certificate,2025-09-27,7510,0.2
Orissa,General Administration,DigiLocker Pull,2025-08-09,6093,13.7
Karnataka,PDS,DigiLocker Pull,2025-11-18,5223,2.2
Maharashtra,PDS,Caste Certificate,2025-11-30,4788,7.3
Maharashtra,PDS,Caste Certificate,2025-12-26,4099,11.3
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-21,6048,14.1
Uttarakhand,PDS,Driving License (Sarathi),2025-11-05,5019,10.1
Maharashtra,Revenue,Ration Subsidies,2025-08-19,4246,5.1
Uttarakhand,General Administration,Caste Certificate,2025-07-21,3234,1.7
Puducherry,Revenue,Ration Subsidies,2025-07-30,5739,8.5
Delhi,Identity,Vehicle Registration (Vahan),2025-10-09,6425,5.0
Puducherry,General Administration,Vehicle Registration (Vahan),2025-11-21,5620,8.5
Maharashtra,Transport,DigiLocker Pull,2025-09-09,4669,4.2
Karnataka,Transport,Vehicle Registration (Vahan),2025-07-11,4990,0.1
Odisha,PDS,Ration Subsidies,2025-11-26,5026,11.4
Karnataka,Transport,Driving License (Sarathi),2025-09-09,6423,5.0
Puducherry,General Administration,Ration Subsidies,2025-09-17,3463,0.1
Karnataka,Revenue,Driving License (Sarathi),2025-07-27,5476,2.8
Delhi,Identity,Vehicle Registration (Vahan),2025-09-27,5922,0.1
Karnataka,PDS,Vehicle Registration (Vahan),2025-12-25,4514,1.0
Maharashtra,Identity,Driving License (Sarathi),2025-12-24,3904,9.6
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-08-21,5991,2.6
NCT of Delhi,Revenue,DigiLocker Pull,2025-09-03,3080,10.2
Delhi,Transport,Driving License (Sarathi),2025-08-08,4465,5.8
Odisha,Transport,DigiLocker Pull,2025-10-11,5001,1.4
Uttarakhand,Revenue,DigiLocker Pull,2025-09-26,2226,19.8
Puducherry,General Administration,Driving License (Sarathi),2025-12-10,3137,2.6
Odisha,PDS,Ration Subsidies,2025-11-25,4917,2.4
Maharashtra,PDS,Ration Subsidies,2025-09-08,4788,10.9
Maharashtra,Identity,Driving License (Sarathi),2025-08-17,4196,2.0
Uttarakhand,Transport,DigiLocker Pull,2025-10-04,3132,3.0
Maharashtra,Transport,DigiLocker Pull,2025-11-01,5145,7.1
Maharashtra,Identity,Caste Certificate,2025-11-29,5050,
Maharashtra,Identity,Caste Certificate,2025-07-12,6708,9.7
Maharashtra,Identity,Driving License (Sarathi),2025-10-12,6414,19.8
Karnataka,PDS,Caste Certificate,2025-09-11,5170,5.5
Puducherry,Revenue,Vehicle Registration (Vahan),2025-08-27,6421,6.2
Maharashtra,Identity,Ration Subsidies,2025-08-19,4376,3.0
Maharashtra,Identity,Driving License (Sarathi),2025-08-05,3938,1.7
,Revenue,Driving License (Sarathi),2025-10-22,6397,5.2
Delhi,General Administration,Caste Certificate,2025-07-18,4847,2.3
Puducherry,PDS,Ration Subsidies,2025-10-30,3323,6.5
Delhi,Revenue,Ration Subsidies,2025-08-20,3570,0.3
Uttarakhand,General Administration,Ration Subsidies,2025-08-01,8009,8.2
Delhi,Transport,Driving License (Sarathi),2025-07-27,2782,8.2
Karnataka,General Administration,Ration Subsidies,2025-08-29,3837,1.5
Maharashtra,PDS,Ration Subsidies,2025-09-29,5206,5.1
Karnataka,Transport,Driving License (Sarathi),2025-07-15,5550,7.2
Puducherry,Transport,Ration Subsidies,2025-07-08,5919,5.5
Odisha,PDS,Vehicle Registration (Vahan),2025-10-20,6532,12.6
Orissa,Identity,Vehicle Registration (Vahan),2025-10-17,5797,4.3
Karnataka,Transport,Vehicle Registration (Vahan),2025-08-12,4633,5.0
Delhi,Revenue,Vehicle Registration (Vahan),2025-12-02,4058,1.7
Karnataka,General Administration,DigiLocker Pull,2025-12-17,4095,14.8
Uttarakhand,Transport,Driving License (Sarathi),2025-07-09,5087,19.1
Karnataka,General Administration,DigiLocker Pull,2025-07-11,3362,8.0
NCT of Delhi,Revenue,Caste Certificate,2025-11-11,3249,9.8
Uttarakhand,Transport,Vehicle Registration (Vahan),2025-10-28,5150,6.3
Maharashtra,General Administration,Caste Certificate,2025-07-21,5639,10.0
Uttarakhand,Transport,Vehicle Registration (Vahan),2025-08-02,6041,0.2
Puducherry,Transport,Vehicle Registration (Vahan),2025-08-02,4368,6.6
Maharashtra,General Administration,Ration Subsidies,2025-10-21,2257,0.1
Maharashtra,General Administration,Caste Certificate,2025-12-28,1634,3.8
Delhi,PDS,DigiLocker Pull,2025-07-31,2917,2.1
Orissa,General Administration,Ration Subsidies,2025-08-29,7757,5.4
Karnataka,General Administration,DigiLocker Pull,2025-09-23,4670,0.5
Karnataka,PDS,DigiLocker Pull,2025-12-24,3211,12.9
,Transport,Driving License (Sarathi),2025-08-18,4919,7.4
Karnataka,Revenue,Vehicle Registration (Vahan),2025-08-07,3872,2.4
Delhi,Transport,Driving License (Sarathi),2025-10-29,3541,3.3
Odisha,Revenue,Driving License (Sarathi),2025-11-16,3328,1.9
Odisha,General Administration,Vehicle Registration (Vahan),2025-10-11,5135,1.5
Maharashtra,Identity,Driving License (Sarathi),2025-11-24,4787,6.4
Odisha,General Administration,DigiLocker Pull,2025-10-15,7909,22.6
Uttarakhand,Transport,DigiLocker Pull,2025-09-25,6371,6.0
Karnataka,PDS,Caste Certificate,2025-10-20,4927,1.5
Uttaranchal,PDS,Vehicle Registration (Vahan),2025-10-14,6282,2.1
Karnataka,General Administration,Driving License (Sarathi),2025-09-24,4153,14.2
Odisha,Revenue,Caste Certificate,2025-10-06,5635,0.4
NCT of Delhi,Transport,Vehicle Registration (Vahan),2025-12-10,6124,4.6
Maharashtra,Revenue,Vehicle Registration (Vahan),2025-07-23,4461,4.7
Karnataka,General Administration,Driving License (Sarathi),2025-10-05,6494,7.4
Puducherry,PDS,Ration Subsidies,2025-12-17,3810,16.4
Karnataka,Identity,Ration Subsidies,2025-11-12,6279,25.3
Delhi,Identity,Ration Subsidies,2025-11-23,2344,3.3
Odisha,Transport,Driving License (Sarathi),2025-12-15,4725,0.8
Puducherry,Transport,DigiLocker Pull,2025-08-30,3399,3.0
Karnataka,PDS,Driving License (Sarathi),2025-12-12,7162,23.5
Orissa,Transport,Ration Subsidies,2025-12-03,4948,4.2
Uttarakhand,Transport,DigiLocker Pull,2025-07-15,3520,4.7
Karnataka,General Administration,Vehicle Registration (Vahan),2025-09-18,2192,0.0
Uttaranchal,Identity,DigiLocker Pull,2025-11-29,3532,2.5
Karnataka,Identity,Caste Certificate,2025-10-29,7647,0.6
Maharashtra,PDS,Caste Certificate,2025-12-28,6889,1.2
Maharashtra,Revenue,Caste Certificate,2025-10-24,4346,17.7
Odisha,General Administration,Driving License (Sarathi),2025-10-20,3836,1.3
Odisha,Identity,Caste Certificate,2025-10-25,5020,8.0
Puducherry,PDS,Ration Subsidies,2025-11-25,2884,19.8
Puducherry,PDS,Driving License (Sarathi),2025-08-30,3941,5.9
NCT of Delhi,PDS,DigiLocker Pull,2025-12-09,5500,7.8
Uttarakhand,Revenue,Driving License (Sarathi),2025-07-28,4170,4.6
Puducherry,Transport,Caste Certificate,2025-08-14,3868,4.1
Odisha,Transport,Caste Certificate,2025-12-01,4976,6.5
Maharashtra,Revenue,DigiLocker Pull,2025-12-03,4248,1.2
Maharashtra,Transport,Caste Certificate,2025-09-15,9746,5.6
Maharashtra,General Administration,Vehicle Registration (Vahan),2025-12-16,5055,1.4
Puducherry,Revenue,Vehicle Registration (Vahan),2025-12-04,4348,1.3
Delhi,Revenue,DigiLocker Pull,2025-12-17,6476,1.0
Maharashtra,Transport,DigiLocker Pull,2025-12-08,4357,4.3
Karnataka,General Administration,Driving License (Sarathi),2025-08-10,6960,3.3
